P4,38,289,45,"[S, S, S, D0, D1, D2, O, D3]","[L3, L1, L2, ECU1, ECU2, ECU4, ECU3]"
P4,8,560,1729,"[D0, D1, S, O, D2, D3, O, S]","[L4, L3, L2, ECU2, ECU3, ECU1, ECU4]"
P4,4,392,45,"[D0, D1, D2, O, S, S, D3, O]","[L3, L4, L1, ECU2, ECU3, ECU1, ECU4]"
P4,33,226,1049,"[S, D0, D1, O, D2, S, O, D3]","[L2, L3, L4, ECU2, ECU4, ECU1, ECU3]"
P4,37,128,45,"[S, S, D0, O, D1, D2, O, D3]","[L1, L4, L3, ECU2, ECU3, ECU1, ECU4]"
P4,1,411,147,"[D0, D1, D2, O, D3, S, O, S]","[L3, L4, L2, ECU1, ECU3, ECU4, ECU2]"
P4,36,329,187,"[S, D0, S, O, D1, D2, O, D3]","[L3, L1, L4, ECU3, ECU4, ECU2, ECU1]"
P4,15,297,1665,"[D0, S, D1, O, S, D2, O, D3]","[L3, L1, L2, ECU2, ECU3, ECU4, ECU1]"
P4,16,242,107,"[D0, S, D1, O, S, S, D2, D3]","[L2, L4, L1, ECU1, ECU3, ECU2, ECU4]"
P4,30,111,107,"[O, S, S, D0, D1, D2, O, D3]","[L1, L4, L2, ECU3, ECU2, ECU4, ECU1]"
P4,8,571,537,"[D0, D1, S, O, D2, D3, O, S]","[L4, L3, L2, ECU4, ECU1, ECU3, ECU2]"
P4,24,144,45,"[O, D0, D1, O, D2, D3, O, S]","[L2, L1, L3, ECU1, ECU2, ECU3, ECU4]"
P4,8,260,45,"[D0, D1, S, O, D2, D3, O, S]","[L2, L4, L1, ECU4, ECU2, ECU1, ECU3]"
P4,3,575,3509,"[D0, D1, D2, O, S, D3, O, S]","[L4, L3, L2, ECU4, ECU3, ECU2, ECU1]"
P4,27,487,45,"[O, D0, D1, O, S, S, D2, D3]","[L4, L2, L1, ECU2, ECU1, ECU4, ECU3]"
P4,22,267,247,"[D0, S, S, O, D1, D2, O, D3]","[L2, L4, L3, ECU1, ECU3, ECU4, ECU2]"
P4,36,38,45,"[S, D0, S, O, D1, D2, O, D3]","[L1, L2, L4, ECU3, ECU2, ECU1, ECU4]"
P4,13,322,45,"[D0, S, D1, O, D2, D3, O, S]","[L3, L1, L4, ECU2, ECU4, ECU1, ECU3]"
P4,12,496,45,"[D0, S, D1, O, D2, D3, O, O]","[L4, L2, L1, ECU3, ECU4, ECU1, ECU2]"
P4,31,239,45,"[S, D0, D1, O, D2, D3, O, O]","[L2, L3, L4, ECU4, ECU3, ECU2, ECU1]"
P4,9,135,630,"[D0, D1, S, O, D2, S, O, D3]","[L1, L4, L3, ECU3, ECU2, ECU4, ECU1]"
P4,0,69,511,"[D0, D1, D2, O, D3, S, O, O]","[L1, L3, L2, ECU4, ECU2, ECU3, ECU1]"
P4,13,283,698,"[D0, S, D1, O, D2, D3, O, S]","[L2, L4, L3, ECU4, ECU1, ECU3, ECU2]"
P4,8,252,704,"[D0, D1, S, O, D2, D3, O, S]","[L2, L4, L1, ECU3, ECU1, ECU2, ECU4]"
P4,2,170,107,"[D0, D1, D2, O, S, D3, O, O]","[L2, L1, L4, ECU1, ECU3, ECU2, ECU4]"
P4,19,9,703,"[D0, S, S, D1, D2, S, O, D3]","[L1, L2, L3, ECU2, ECU3, ECU4, ECU1]"
P4,6,567,207,"[D0, D1, D2, O, S, S, O, D3]","[L4, L3, L2, ECU3, ECU2, ECU4, ECU1]"
P4,22,506,247,"[D0, S, S, O, D1, D2, O, D3]","[L4, L2, L3, ECU1, ECU3, ECU2, ECU4]"
P4,37,564,45,"[S, S, D0, O, D1, D2, O, D3]","[L4, L3, L2, ECU3, ECU1, ECU2, ECU4]"
P4,23,240,45,"[O, D0, D1, O, D2, D3, O, O]","[L2, L4, L1, ECU1, ECU2, ECU3, ECU4]"
P4,7,146,107,"[D0, D1, S, O, D2, D3, O, O]","[L2, L1, L3, ECU1, ECU3, ECU2, ECU4]"
P4,5,238,45,"[D0, D1, D2, O, S, S, D3, S]","[L2, L3, L4, ECU4, ECU3, ECU1, ECU2]"
P4,2,5,87,"[D0, D1, D2, O, S, D3, O, O]","[L1, L2, L3, ECU1, ECU4, ECU3, ECU2]"
P4,38,486,45,"[S, S, S, D0, D1, D2, O, D3]","[L4, L2, L1, ECU2, ECU1, ECU3, ECU4]"
P4,32,49,45,"[S, D0, D1, O, D2, D3, O, S]","[L1, L3, L2, ECU1, ECU2, ECU4, ECU3]"
P4,25,79,45,"[O, D0, D1, O, D2, S, O, D3]","[L1, L3, L4, ECU2, ECU1, ECU4, ECU3]"
P4,23,203,45,"[O, D0, D1, O, D2, D3, O, O]","[L2, L3, L1, ECU2, ECU4, ECU3, ECU1]"
P4,15,539,87,"[D0, S, D1, O, S, D2, O, D3]","[L4, L3, L1, ECU2, ECU4, ECU3, ECU1]"
P4,3,142,45,"[D0, D1, D2, O, S, D3, O, S]","[L1, L4, L3, ECU4, ECU3, ECU1, ECU2]"
P4,5,562,1440,"[D0, D1, D2, O, S, S, D3, S]","[L4, L3, L2, ECU2, ECU4, ECU1, ECU3]"
P4,12,334,45,"[D0, S, D1, O, D2, D3, O, O]","[L3, L1, L4, ECU4, ECU3, ECU1, ECU2]"
P4,3,186,45,"[D0, D1, D2, O, S, D3, O, S]","[L2, L1, L4, ECU4, ECU1, ECU2, ECU3]"
P4,30,574,45,"[O, S, S, D0, D1, D2, O, D3]","[L4, L3, L2, ECU4, ECU3, ECU1, ECU2]"
